Date,High,Low,Open,Close,Adj Close,Volume
2019-03-15,18.0,12.9,18.0,12.9,6.713,24100.0
2019-03-18,12.0,12.0,12.0,12.0,6.245,300.0
2019-03-19,10.2,10.2,10.2,10.2,5.308,100.0
2019-03-20,10.2,10.0,10.0,10.2,5.308,15900.0
2019-03-21,10.5,10.2,10.2,10.5,5.464,2700.0
2019-03-22,10.4,10.4,10.4,10.4,5.412,0.0
2019-03-25,10.4,10.4,10.4,10.4,5.412,4700.0
2019-03-26,10.2,10.2,10.2,10.2,5.308,1000.0
2019-03-27,10.2,10.2,10.2,10.2,5.308,200.0
2019-03-28,10.2,10.2,10.2,10.2,5.308,200.0
2019-03-29,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-01,10.2,10.2,10.2,10.2,5.308,300.0
2019-04-02,10.2,10.2,10.2,10.2,5.308,900.0
2019-04-03,10.2,10.2,10.2,10.2,5.308,1300.0
2019-04-04,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-05,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-08,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-09,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-10,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-11,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-12,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-16,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-17,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-18,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-19,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-22,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-23,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-24,10.2,10.2,10.2,10.2,5.308,0.0
2019-04-25,9.8,9.8,9.8,9.8,5.1,400.0
2019-04-26,9.0,9.0,9.0,9.0,4.684,200.0
2019-05-02,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-03,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-06,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-07,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-08,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-09,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-10,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-13,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-14,9.0,9.0,9.0,9.0,4.684,0.0
2019-05-15,9.0,7.7,9.0,7.7,4.007,2200.0
2019-05-16,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-17,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-20,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-21,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-22,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-23,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-24,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-27,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-28,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-29,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-30,8.4,8.4,8.4,8.4,4.372,0.0
2019-05-31,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-03,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-04,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-05,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-06,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-07,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-10,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-11,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-12,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-13,8.4,8.4,8.4,8.4,4.372,0.0
2019-06-14,7.2,7.2,7.2,7.2,3.747,800.0
2019-06-17,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-18,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-19,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-20,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-21,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-24,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-25,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-26,7.2,7.2,7.2,7.2,3.747,0.0
2019-06-27,7.2,7.2,7.2,7.2,3.747,0.0
